cell_id,group_id,isomer,theta,phi,chain_index,opt_converged,attempts,final_gnorm,E_opt_hartree,conv_threshold,qed_ccsd_input_written
ortho_th63_ph108,ortho_th63,ortho,63.0,108.0,6,True,1,0.0019070366491045656,-3010.32149329703,0.0043,True
ortho_th63_ph126,ortho_th63,ortho,63.0,126.0,7,True,1,0.0020603990909133824,-3010.3201681312544,0.0043,True
ortho_th63_ph144,ortho_th63,ortho,63.0,144.0,8,True,1,0.0018083758957986328,-3010.321411037903,0.0043,True
ortho_th63_ph162,ortho_th63,ortho,63.0,162.0,9,True,1,0.001011154373512071,-3010.325091153366,0.0043,True
ortho_th63_ph180,ortho_th63,ortho,63.0,180.0,10,True,1,0.001288565433233677,-3010.3296495612653,0.0043,True
ortho_th63_ph198,ortho_th63,ortho,63.0,198.0,11,True,1,0.0010554669254656131,-3010.332759039824,0.0043,True
ortho_th63_ph216,ortho_th63,ortho,63.0,216.0,12,True,1,0.0008238374009456429,-3010.333305470586,0.0043,True
ortho_th63_ph234,ortho_th63,ortho,63.0,234.0,13,True,1,0.003879530659119139,-3010.331891399727,0.0043,True
ortho_th63_ph252,ortho_th63,ortho,63.0,252.0,14,True,2,0.003287722025542284,-3010.3306446550678,0.0043,True
ortho_th63_ph270,ortho_th63,ortho,63.0,270.0,15,True,1,0.004177643363986114,-3010.3283877120975,0.0043,True
ortho_th63_ph288,ortho_th63,ortho,63.0,288.0,16,True,1,0.0035766663850183176,-3010.326098813129,0.0043,True
ortho_th63_ph306,ortho_th63,ortho,63.0,306.0,17,True,1,0.0029688150077293593,-3010.3246389428887,0.0043,True
ortho_th63_ph324,ortho_th63,ortho,63.0,324.0,18,True,1,0.0026996076131770705,-3010.3247478313056,0.0043,True
ortho_th63_ph342,ortho_th63,ortho,63.0,342.0,19,True,1,0.0036664451861608324,-3010.3317054279896,0.0043,True
ortho_th72_ph0,ortho_th72,ortho,72.0,0.0,0,True,3,0.0015417617107876976,-3010.332005667554,0.002,True
