     Theta        Phi           Ex           Ey           Ez              Nitro_E
   127.317    307.317     0.048213    -0.063249    -0.060623    -436.536528497810
   127.317    316.098     0.057303    -0.055148    -0.060623    -436.537510731418
   127.317    324.878     0.065049    -0.045755    -0.060623    -436.538441354725
   127.317    333.659     0.071271    -0.035289    -0.060623    -436.539189440500
   127.317    342.439     0.075823    -0.023996    -0.060623    -436.539639384218
   127.317    351.220     0.078597    -0.012140    -0.060623    -436.539707257571
   127.317    360.000     0.079529    -0.000000    -0.060623    -436.539347159882
   131.707      0.000     0.074655     0.000000    -0.066533    -436.542491939027
   131.707      8.780     0.073780     0.011396    -0.066533    -436.541700801304
   131.707     17.561     0.071176     0.022525    -0.066533    -436.540555799341
   131.707     26.341     0.066904     0.033126    -0.066533    -436.539121532416
   131.707     35.122     0.061063     0.042951    -0.066533    -436.537496454830
   131.707     43.902     0.053791     0.051768    -0.066533    -436.535805551473
   131.707     52.683     0.045258     0.059373    -0.066533    -436.534184681643
   131.707     61.463     0.035664     0.065586    -0.066533    -436.532759120243
   131.707     70.244     0.025235     0.070261    -0.066533    -436.531624086240
   131.707     79.024     0.014214     0.073290    -0.066533    -436.530836554476
   131.707     87.805     0.002860     0.074601    -0.066533    -436.530422073145
   131.707     96.585    -0.008562     0.074163    -0.066533    -436.530389804104
   131.707    105.366    -0.019782     0.071987    -0.066533    -436.530742493543
   131.707    114.146    -0.030539     0.068123    -0.066533    -436.531472505548
   131.707    122.927    -0.040580     0.062663    -0.066533    -436.532547106220
   131.707    131.707    -0.049670     0.055734    -0.066533    -436.533895580919
   131.707    140.488    -0.057596     0.047499    -0.066533    -436.535409529602
   131.707    149.268    -0.064171     0.038150    -0.066533    -436.536957836983
   131.707    158.049    -0.069243     0.027907    -0.066533    -436.538408816654
   131.707    166.829    -0.072692     0.017010    -0.066533    -436.539649986335
   131.707    175.610    -0.074436     0.005715    -0.066533    -436.540599781760
   131.707    184.390    -0.074436    -0.005715    -0.066533    -436.541211218114
   131.707    193.171    -0.072692    -0.017010    -0.066533    -436.541471380699
   131.707    201.951    -0.069243    -0.027907    -0.066533    -436.541400646735
   131.707    210.732    -0.064171    -0.038150    -0.066533    -436.541052290724
   131.707    219.512    -0.057596    -0.047499    -0.066533    -436.540509522682
   131.707    228.293    -0.049670    -0.055734    -0.066533    -436.539876166954
   131.707    237.073    -0.040580    -0.062663    -0.066533    -436.539260107156
   131.707    245.854    -0.030539    -0.068123    -0.066533    -436.538753649634
   131.707    254.634    -0.019782    -0.071987    -0.066533    -436.538418830958
   131.707    263.415    -0.008562    -0.074163    -0.066533    -436.538284840343
   131.707    272.195     0.002860    -0.074601    -0.066533    -436.538357652205
   131.707    280.976     0.014214    -0.073290    -0.066533    -436.538632938677
   131.707    289.756     0.025235    -0.070261    -0.066533    -436.539100842077
   131.707    298.537     0.035664    -0.065586    -0.066533    -436.539738672555
   131.707    307.317     0.045258    -0.059373    -0.066533    -436.540498588610
   131.707    316.098     0.053791    -0.051768    -0.066533    -436.541301848472
   131.707    324.878     0.061063    -0.042951    -0.066533    -436.542045850332
   131.707    333.659     0.066904    -0.033126    -0.066533    -436.542621033662
   131.707    342.439     0.071176    -0.022525    -0.066533    -436.542929683130
   131.707    351.220     0.073780    -0.011396    -0.066533    -436.542899817324
   131.707    360.000     0.074655    -0.000000    -0.066533    -436.542491939026
   136.098      0.000     0.069343     0.000000    -0.072052    -436.545706099768
   136.098      8.780     0.068531     0.010585    -0.072052    -436.544934396972
   136.098     17.561     0.066112     0.020922    -0.072052    -436.543861191280
   136.098     26.341     0.062143     0.030769    -0.072052    -436.542545010340
   136.098     35.122     0.056718     0.039894    -0.072052    -436.541072340959
   136.098     43.902     0.049963     0.048085    -0.072052    -436.539550397102
   136.098     52.683     0.042038     0.055148    -0.072052    -436.538094100404
   136.098     61.463     0.033127     0.060919    -0.072052    -436.536809506061
   136.098     70.244     0.023439     0.065262    -0.072052    -436.535779274484
   136.098     79.024     0.013202     0.068075    -0.072052    -436.535056388302
   136.098     87.805     0.002656     0.069292    -0.072052    -436.534668235256
   136.098     96.585    -0.007953     0.068886    -0.072052    -436.534626251886
   136.098    105.366    -0.018375     0.066864    -0.072052    -436.534932282876
   136.098    114.146    -0.028366     0.063276    -0.072052    -436.535575858276
   136.098    122.927    -0.037693     0.058204    -0.072052    -436.536524541544
   136.098    131.707    -0.046136     0.051768    -0.072052    -436.537715691718
   136.098    140.488    -0.053498     0.044119    -0.072052    -436.539057301639
   136.098    149.268    -0.059605     0.035436    -0.072052    -436.540439220875
   136.098    158.049    -0.064316     0.025922    -0.072052    -436.541749921696
   136.098    166.829    -0.067519     0.015800    -0.072052    -436.542892195890
   136.098    175.610    -0.069140     0.005308    -0.072052    -436.543793490051
   136.098    184.390    -0.069140    -0.005308    -0.072052    -436.544410382790
   136.098    193.171    -0.067519    -0.015800    -0.072052    -436.544729399306
   136.098    201.951    -0.064316    -0.025922    -0.072052    -436.544766552651
   136.098    210.732    -0.059605    -0.035436    -0.072052    -436.544566076946
   136.098    219.512    -0.053498    -0.044119    -0.072052    -436.544196645950
   136.098    228.293    -0.046136    -0.051768    -0.072052    -436.543742947443
   136.098    237.073    -0.037693    -0.058204    -0.072052    -436.543292472033
   136.098    245.854    -0.028366    -0.063276    -0.072052    -436.542920679415
   136.098    254.634    -0.018375    -0.066864    -0.072052    -436.542680078911
   136.098    263.415    -0.007953    -0.068886    -0.072052    -436.542597859805
   136.098    272.195     0.002656    -0.069292    -0.072052    -436.542681865295
   136.098    280.976     0.013202    -0.068075    -0.072052    -436.542928920703
   136.098    289.756     0.023439    -0.065262    -0.072052    -436.543328058421
   136.098    298.537     0.033127    -0.060919    -0.072052    -436.543856042066
   136.098    307.317     0.042038    -0.055148    -0.072052    -436.544469701221
   136.098    316.098     0.049963    -0.048085    -0.072052    -436.545102649710
   136.098    324.878     0.056718    -0.039894    -0.072052    -436.545670711097
   136.098    333.659     0.062143    -0.030769    -0.072052    -436.546084441515
   136.098    342.439     0.066112    -0.020922    -0.072052    -436.546263529900
   136.098    351.220     0.068531    -0.010585    -0.072052    -436.546148259511
   136.098    360.000     0.069343    -0.000000    -0.072052    -436.545706099767
   140.488      0.000     0.063624     0.000000    -0.077149    -436.548916939769
   140.488      8.780     0.062879     0.009712    -0.077149    -436.548179008740
   140.488     17.561     0.060659     0.019197    -0.077149    -436.547190943748
   140.488     26.341     0.057018     0.028231    -0.077149    -436.546004289863
   140.488     35.122     0.052040     0.036604    -0.077149    -436.544693042890
   140.488     43.902     0.045843     0.044119    -0.077149    -436.543347019983
   140.488     52.683     0.038571     0.050600    -0.077149    -436.542061405478
   140.488     61.463     0.030395     0.055895    -0.077149    -436.540924326951
   140.488     70.244     0.021506     0.059879    -0.077149    -436.540006277093
   140.488     79.024     0.012113     0.062460    -0.077149    -436.539355257751
   140.488     87.805     0.002437     0.063578    -0.077149    -436.538998728351
   140.488     96.585    -0.007297     0.063204    -0.077149    -436.538949171976
   140.488    105.366    -0.016859     0.061350    -0.077149    -436.539207772176
   140.488    114.146    -0.026027     0.058057    -0.077149    -436.539762665756
   140.488    122.927    -0.034584     0.053404    -0.077149    -436.540583132217
   140.488    131.707    -0.042331     0.047499    -0.077149    -436.541614895502
   140.488    140.488    -0.049085     0.040480    -0.077149    -436.542781392624
   140.488    149.268    -0.054689     0.032513    -0.077149    -436.543992034757
   140.488    158.049    -0.059012     0.023784    -0.077149    -436.545154541213
   140.488    166.829    -0.061951     0.014497    -0.077149    -436.546187022048
   140.488    175.610    -0.063438     0.004870    -0.077149    -436.547026718526
   140.488    184.390    -0.063438    -0.004870    -0.077149    -436.547634650046
   140.488    193.171    -0.061951    -0.014497    -0.077149    -436.547997187553
   140.488    201.951    -0.059012    -0.023784    -0.077149    -436.548125857363
   140.488    210.732    -0.054689    -0.032513    -0.077149    -436.548055685389
   140.488    219.512    -0.049085    -0.040480    -0.077149    -436.547841233119
   140.488    228.293    -0.042331    -0.047499    -0.077149    -436.547549343282
   140.488    237.073    -0.034584    -0.053404    -0.077149    -436.547248901337
   140.488    245.854    -0.026027    -0.058057    -0.077149    -436.546999931450
   140.488    254.634    -0.016859    -0.061350    -0.077149    -436.546845646018
   140.488    263.415    -0.007297    -0.063204    -0.077149    -436.546810254972
   140.488    272.195     0.002437    -0.063578    -0.077149    -436.546902224740
   140.488    280.976     0.012113    -0.062460    -0.077149    -436.547119211516
   140.488    289.756     0.021506    -0.059879    -0.077149    -436.547450107610
   140.488    298.537     0.030395    -0.055895    -0.077149    -436.547872594705
   140.488    307.317     0.038571    -0.050600    -0.077149    -436.548348890077
   140.488    316.098     0.045843    -0.044119    -0.077149    -436.548824315654
   140.488    324.878     0.052040    -0.036604    -0.077149    -436.549231509291
   140.488    333.659     0.057018    -0.028231    -0.077149    -436.549499498774
   140.488    342.439     0.060659    -0.019197    -0.077149    -436.549564427300
   140.488    351.220     0.062879    -0.009712    -0.077149    -436.549378697219
   140.488    360.000     0.063624    -0.000000    -0.077149    -436.548916939768
   144.878      0.000     0.057532     0.000000    -0.081793    -436.552049602341
   144.878      8.780     0.056858     0.008782    -0.081793    -436.551359010676
   144.878     17.561     0.054851     0.017359    -0.081793    -436.550467198164
   144.878     26.341     0.051558     0.025528    -0.081793    -436.549418194211
   144.878     35.122     0.047057     0.033099    -0.081793    -436.548273490774
   144.878     43.902     0.041453     0.039894    -0.081793    -436.547106374852
   144.878     52.683     0.034877     0.045755    -0.081793    -436.545993858210
   144.878     61.463     0.027484     0.050542    -0.081793    -436.545007643044
   144.878     70.244     0.019447     0.054146    -0.081793    -436.544206572723
   144.878     79.024     0.010954     0.056480    -0.081793    -436.543632828949
   144.878     87.805     0.002204     0.057490    -0.081793    -436.543312362954
   144.878     96.585    -0.006598     0.057152    -0.081793    -436.543257612208
   144.878    105.366    -0.015245     0.055475    -0.081793    -436.543469334775
   144.878    114.146    -0.023534     0.052498    -0.081793    -436.543935576429
   144.878    122.927    -0.031272     0.048290    -0.081793    -436.544628567126
   144.878    131.707    -0.038277     0.042951    -0.081793    -436.545502516712
   144.878    140.488    -0.044385     0.036604    -0.081793    -436.546495158564
   144.878    149.268    -0.049453     0.029400    -0.081793    -436.547533754478
   144.878    158.049    -0.053361     0.021506    -0.081793    -436.548543921795
   144.878    166.829    -0.056019     0.013109    -0.081793    -436.549458627675
   144.878    175.610    -0.057363     0.004404    -0.081793    -436.550225239938
   144.878    184.390    -0.057363    -0.004404    -0.081793    -436.550809834844
   144.878    193.171    -0.056019    -0.013109    -0.081793    -436.551199053914
   144.878    201.951    -0.053361    -0.021506    -0.081793    -436.551400102595
   144.878    210.732    -0.049453    -0.029400    -0.081793    -436.551439080948
   144.878    219.512    -0.044385    -0.036604    -0.081793    -436.551357330646
   144.878    228.293    -0.038277    -0.042951    -0.081793    -436.551205520081
   144.878    237.073    -0.031272    -0.048290    -0.081793    -436.551035975887
   144.878    245.854    -0.023534    -0.052498    -0.081793    -436.550894884910
   144.878    254.634    -0.015245    -0.055475    -0.081793    -436.550816597963
   144.878    263.415    -0.006598    -0.057152    -0.081793    -436.550821621219
   144.878    272.195     0.002204    -0.057490    -0.081793    -436.550918012047
   144.878    280.976     0.010954    -0.056480    -0.081793    -436.551103972022
   144.878    289.756     0.019447    -0.054146    -0.081793    -436.551369052152
   144.878    298.537     0.027484    -0.050542    -0.081793    -436.551693048162
   144.878    307.317     0.034877    -0.045755    -0.081793    -436.552044057097
   144.878    316.098     0.041453    -0.039894    -0.081793    -436.552378310469
   144.878    324.878     0.047057    -0.033099    -0.081793    -436.552643480523
   144.878    333.659     0.051558    -0.025528    -0.081793    -436.552785135877
   144.878    342.439     0.054851    -0.017359    -0.081793    -436.552754500438
   144.878    351.220     0.056858    -0.008782    -0.081793    -436.552515462870
   144.878    360.000     0.057532    -0.000000    -0.081793    -436.552049602341
   149.268      0.000     0.051102     0.000000    -0.085957    -436.555028473357
   149.268      8.780     0.050503     0.007801    -0.085957    -436.554397706556
   149.268     17.561     0.048720     0.015418    -0.085957    -436.553610874374
   149.268     26.341     0.045796     0.022675    -0.085957    -436.552704358445
   149.268     35.122     0.041798     0.029400    -0.085957    -436.551727626521
   149.268     43.902     0.036820     0.035436    -0.085957    -436.550738712986
   149.268     52.683     0.030979     0.040641    -0.085957    -436.549798258951
   149.268     61.463     0.024412     0.044894    -0.085957    -436.548963145070
   149.268     70.244     0.017273     0.048094    -0.085957    -436.548281190203
   149.268     79.024     0.009729     0.050167    -0.085957    -436.547788146096
   149.268     87.805     0.001957     0.051064    -0.085957    -436.547507187610
   149.268     96.585    -0.005861     0.050765    -0.085957    -436.547449826761
   149.268    105.366    -0.013541     0.049275    -0.085957    -436.547616599038
   149.268    114.146    -0.020904     0.046631    -0.085957    -436.547996514167
   149.268    122.927    -0.027777     0.042893    -0.085957    -436.548565697419
   149.268    131.707    -0.033999     0.038150    -0.085957    -436.549286771366
   149.268    140.488    -0.039425     0.032513    -0.085957    -436.550110495669
   149.268    149.268    -0.043926     0.026114    -0.085957    -436.550980092495
   149.268    158.049    -0.047397     0.019103    -0.085957    -436.551837397140
   149.268    166.829    -0.049758     0.011644    -0.085957    -436.552629308905
   149.268    175.610    -0.050952     0.003912    -0.085957    -436.553313185537
   149.268    184.390    -0.050952    -0.003912    -0.085957    -436.553860476470
   149.268    193.171    -0.049758    -0.011644    -0.085957    -436.554258511355
   149.268    201.951    -0.047397    -0.019103    -0.085957    -436.554510625195
   149.268    210.732    -0.043926    -0.026114    -0.085957    -436.554634724689
   149.268    219.512    -0.039425    -0.032513    -0.085957    -436.554660264171
   149.268    228.293    -0.033999    -0.038150    -0.085957    -436.554623712253
   149.268    237.073    -0.027777    -0.042893    -0.085957    -436.554563037924
   149.268    245.854    -0.020904    -0.046631    -0.085957    -436.554512293999
   149.268    254.634    -0.013541    -0.049275    -0.085957    -436.554497592550
   149.268    263.415    -0.005861    -0.050765    -0.085957    -436.554535312434
   149.268    272.195     0.001957    -0.051064    -0.085957    -436.554632346622
   149.268    280.976     0.009729    -0.050167    -0.085957    -436.554787217101
   149.268    289.756     0.017273    -0.048094    -0.085957    -436.554990721919
   149.268    298.537     0.024412    -0.044894    -0.085957    -436.555225628886
   149.268    307.317     0.030979    -0.040641    -0.085957    -436.555466142948
   149.268    316.098     0.036820    -0.035436    -0.085957    -436.555678485450
   149.268    324.878     0.041798    -0.029400    -0.085957    -436.555823503436
   149.268    333.659     0.045796    -0.022675    -0.085957    -436.555861189643
   149.268    342.439     0.048720    -0.015418    -0.085957    -436.555756119329
   149.268    351.220     0.050503    -0.007801    -0.085957    -436.555482575690
   149.268    360.000     0.051102    -0.000000    -0.085957    -436.555028473358
   153.659      0.000     0.044372     0.000000    -0.089617    -436.557778823655
   153.659      8.780     0.043852     0.006773    -0.089617    -436.557219017740
   153.659     17.561     0.042304     0.013388    -0.089617    -436.556543481046
   153.659     26.341     0.039765     0.019689    -0.089617    -436.555781188492
   153.659     35.122     0.036293     0.025528    -0.089617    -436.554970485597
   153.659     43.902     0.031971     0.030769    -0.089617    -436.554155736921
   153.659     52.683     0.026899     0.035289    -0.089617    -436.553383141239
   153.659     61.463     0.021197     0.038981    -0.089617    -436.552696393731
   153.659     70.244     0.014998     0.041760    -0.089617    -436.552133023067
   153.659     79.024     0.008448     0.043560    -0.089617    -436.551722033528
   153.659     87.805     0.001700     0.044339    -0.089617    -436.551482943254
   153.659     96.585    -0.005089     0.044079    -0.089617    -436.551425712048
   153.659    105.366    -0.011758     0.042786    -0.089617    -436.551550803831
   153.659    114.146    -0.018151     0.040490    -0.089617    -436.551848935302
   153.659    122.927    -0.024119     0.037244    -0.089617    -436.552300714713
   153.659    131.707    -0.029522     0.033126    -0.089617    -436.552876886216
   153.659    140.488    -0.034233     0.028231    -0.089617    -436.553539888582
   153.659    149.268    -0.038141     0.022675    -0.089617    -436.554246933674
   153.659    158.049    -0.041155     0.016587    -0.089617    -436.554954172266
   153.659    166.829    -0.043205     0.010110    -0.089617    -436.555621127194
   153.659    175.610    -0.044242     0.003397    -0.089617    -436.556214579417
   153.659    184.390    -0.044242    -0.003397    -0.089617    -436.556711370342
   153.659    193.171    -0.043205    -0.010110    -0.089617    -436.557099905495
   153.659    201.951    -0.041155    -0.016587    -0.089617    -436.557380345047
   153.659    210.732    -0.038141    -0.022675    -0.089617    -436.557563530449
   153.659    219.512    -0.034233    -0.028231    -0.089617    -436.557668729291
   153.659    228.293    -0.029522    -0.033126    -0.089617    -436.557720403096
   153.659    237.073    -0.024119    -0.037244    -0.089617    -436.557744437922
   153.659    245.854    -0.018151    -0.040490    -0.089617    -436.557764509329
   153.659    254.634    -0.011758    -0.042786    -0.089617    -436.557799290162
   153.659    263.415    -0.005089    -0.044079    -0.089617    -436.557860927257
   153.659    272.195     0.001700    -0.044339    -0.089617    -436.557954695488
   153.659    280.976     0.008448    -0.043560    -0.089617    -436.558079284371
   153.659    289.756     0.014998    -0.041760    -0.089617    -436.558227105361
   153.659    298.537     0.021197    -0.038981    -0.089617    -436.558384389967
   153.659    307.317     0.026899    -0.035289    -0.089617    -436.558531391509
   153.659    316.098     0.031971    -0.030769    -0.089617    -436.558643289343
   153.659    324.878     0.036293    -0.025528    -0.089617    -436.558692221261
   153.659    333.659     0.039765    -0.019689    -0.089617    -436.558650388582
   153.659    342.439     0.042304    -0.013388    -0.089617    -436.558493724987
   153.659    351.220     0.043852    -0.006773    -0.089617    -436.558205436897
   153.659    360.000     0.044372    -0.000000    -0.089617    -436.557778823655
   158.049      0.000     0.037382     0.000000    -0.092750    -436.560228751615
   158.049      8.780     0.036944     0.005706    -0.092750    -436.559749471654
   158.049     17.561     0.035640     0.011279    -0.092750    -436.559189201315
   158.049     26.341     0.033500     0.016587    -0.092750    -436.558570051383
   158.049     35.122     0.030576     0.021506    -0.092750    -436.557920458447
   158.049     43.902     0.026934     0.025922    -0.092750    -436.557272888186
   158.049     52.683     0.022662     0.029729    -0.092750    -436.556661065859
   158.049     61.463     0.017858     0.032840    -0.092750    -436.556117139999
   158.049     70.244     0.012636     0.035181    -0.092750    -436.555669214370
   158.049     79.024     0.007117     0.036698    -0.092750    -436.555339560579
   158.049     87.805     0.001432     0.037354    -0.092750    -436.555143575921
   158.049     96.585    -0.004287     0.037135    -0.092750    -436.555089301785
   158.049    105.366    -0.009905     0.036045    -0.092750    -436.555177220080
   158.049    114.146    -0.015292     0.034111    -0.092750    -436.555400163724
   158.049    122.927    -0.020319     0.031377    -0.092750    -436.555743425286
   158.049    131.707    -0.024871     0.027907    -0.092750    -436.556185340816
   158.049    140.488    -0.028840     0.023784    -0.092750    -436.556698618639
   158.049    149.268    -0.032132     0.019103    -0.092750    -436.557252474052
   158.049    158.049    -0.034672     0.013974    -0.092750    -436.557815350740
   158.049    166.829    -0.036398     0.008518    -0.092750    -436.558357812711
   158.049    175.610    -0.037272     0.002862    -0.092750    -436.558855153781
   158.049    184.390    -0.037272    -0.002862    -0.092750    -436.559289368791
   158.049    193.171    -0.036398    -0.008518    -0.092750    -436.559650280406
   158.049    201.951    -0.034672    -0.013974    -0.092750    -436.559935746531
   158.049    210.732    -0.032132    -0.019103    -0.092750    -436.560150966039
   158.049    219.512    -0.028840    -0.023784    -0.092750    -436.560306979623
   158.049    228.293    -0.024871    -0.027907    -0.092750    -436.560418560028
   158.049    237.073    -0.020319    -0.031377    -0.092750    -436.560501799575
   158.049    245.854    -0.015292    -0.034111    -0.092750    -436.560571783478
   158.049    254.634    -0.009905    -0.036045    -0.092750    -436.560640717380
   158.049    263.415    -0.004287    -0.037135    -0.092750    -436.560716725819
   158.049    272.195     0.001432    -0.037354    -0.092750    -436.560803306705
   158.049    280.976     0.007117    -0.036698    -0.092750    -436.560899237572
   158.049    289.756     0.012636    -0.035181    -0.092750    -436.560998698048
   158.049    298.537     0.017858    -0.032840    -0.092750    -436.561091513906
   158.049    307.317     0.022662    -0.029729    -0.092750    -436.561163630841
   158.049    316.098     0.026934    -0.025922    -0.092750    -436.561198035122
   158.049    324.878     0.030576    -0.021506    -0.092750    -436.561176270852
   158.049    333.659     0.033500    -0.016587    -0.092750    -436.561080504628
   158.049    342.439     0.035640    -0.011279    -0.092750    -436.560895880686
   158.049    351.220     0.036944    -0.005706    -0.092750    -436.560612797984
   158.049    360.000     0.037382    -0.000000    -0.092750    -436.560228751615
   162.439      0.000     0.030172     0.000000    -0.095340    -436.562311451633
   162.439      8.780     0.029818     0.004606    -0.095340    -436.561920508298
   162.439     17.561     0.028766     0.009104    -0.095340    -436.561477250170
   162.439     26.341     0.027039     0.013388    -0.095340    -436.560997668813
   162.439     35.122     0.024679     0.017359    -0.095340    -436.560501685769
   162.439     43.902     0.021740     0.020922    -0.095340    -436.560011715314
   162.439     52.683     0.018291     0.023996    -0.095340    -436.559550962763
   162.439     61.463     0.014414     0.026507    -0.095340    -436.559141674661
   162.439     70.244     0.010199     0.028396    -0.095340    -436.558803555205
   162.439     79.024     0.005744     0.029620    -0.095340    -436.558552504611
   162.439     87.805     0.001156     0.030150    -0.095340    -436.558399738260
   162.439     96.585    -0.003460     0.029973    -0.095340    -436.558351254522
   162.439    105.366    -0.007995     0.029094    -0.095340    -436.558407580525
   162.439    114.146    -0.012342     0.027532    -0.095340    -436.558563754862
   162.439    122.927    -0.016401     0.025325    -0.095340    -436.558809574987
   162.439    131.707    -0.020074     0.022525    -0.095340    -436.559130188112
   162.439    140.488    -0.023277     0.019197    -0.095340    -436.559507092420
   162.439    149.268    -0.025935     0.015418    -0.095340    -436.559919537077
   162.439    158.049    -0.027985     0.011279    -0.095340    -436.560346203001
   162.439    166.829    -0.029378     0.006875    -0.095340    -436.560766962286
   162.439    175.610    -0.030084     0.002310    -0.095340    -436.561164485399
   162.439    184.390    -0.030084    -0.002310    -0.095340    -436.561525492598
   162.439    193.171    -0.029378    -0.006875    -0.095340    -436.561841508630
   162.439    201.951    -0.027985    -0.011279    -0.095340    -436.562109053015
   162.439    210.732    -0.025935    -0.015418    -0.095340    -436.562329268838
   162.439    219.512    -0.023277    -0.019197    -0.095340    -436.562507058740
   162.439    228.293    -0.020074    -0.022525    -0.095340    -436.562649858851
   162.439    237.073    -0.016401    -0.025325    -0.095340    -436.562766232465
   162.439    245.854    -0.012342    -0.027532    -0.095340    -436.562864488605
   162.439    254.634    -0.007995    -0.029094    -0.095340    -436.562951508938
   162.439    263.415    -0.003460    -0.029973    -0.095340    -436.563031898625
   162.439    272.195     0.001156    -0.030150    -0.095340    -436.563107486066
   162.439    280.976     0.005744    -0.029620    -0.095340    -436.563177124692
   162.439    289.756     0.010199    -0.028396    -0.095340    -436.563236730376
   162.439    298.537     0.014414    -0.026507    -0.095340    -436.563279522830
   162.439    307.317     0.018291    -0.023996    -0.095340    -436.563296493710
   162.439    316.098     0.021740    -0.020922    -0.095340    -436.563277150995
   162.439    324.878     0.024679    -0.017359    -0.095340    -436.563210561172
   162.439    333.659     0.027039    -0.013388    -0.095340    -436.563086637763
   162.439    342.439     0.028766    -0.009104    -0.095340    -436.562897543356
   162.439    351.220     0.029818    -0.004606    -0.095340    -436.562639019513
   162.439    360.000     0.030172    -0.000000    -0.095340    -436.562311451633
   166.829      0.000     0.022785     0.000000    -0.097370    -436.563967769260
   166.829      8.780     0.022518     0.003478    -0.097370    -436.563671059394
   166.829     17.561     0.021723     0.006875    -0.097370    -436.563344444542
   166.829     26.341     0.020419     0.010110    -0.097370    -436.562998641231
   166.829     35.122     0.018637     0.013109    -0.097370    -436.562646507904
   166.829     43.902     0.016417     0.015800    -0.097370    -436.562302243746
   166.829     52.683     0.013813     0.018121    -0.097370    -436.561980447531
   166.829     61.463     0.010885     0.020017    -0.097370    -436.561695136865
   166.829     70.244     0.007702     0.021444    -0.097370    -436.561458825660
   166.829     79.024     0.004338     0.022369    -0.097370    -436.561281737724
   166.829     87.805     0.000873     0.022769    -0.097370    -436.561171203721
   166.829     96.585    -0.002613     0.022635    -0.097370    -436.561131259682
   166.829    105.366    -0.006038     0.021971    -0.097370    -436.561162448433
   166.829    114.146    -0.009321     0.020792    -0.097370    -436.561261823369
   166.829    122.927    -0.012385     0.019125    -0.097370    -436.561423160602
   166.829    131.707    -0.015160     0.017010    -0.097370    -436.561637387742
   166.829    140.488    -0.017579     0.014497    -0.097370    -436.561893225435
   166.829    149.268    -0.019586     0.011644    -0.097370    -436.562178010532
   166.829    158.049    -0.021133     0.008518    -0.097370    -436.562478635578
   166.829    166.829    -0.022186     0.005192    -0.097370    -436.562782511242
   166.829    175.610    -0.022718     0.001744    -0.097370    -436.563078446428
   166.829    184.390    -0.022718    -0.001744    -0.097370    -436.563357348327
   166.829    193.171    -0.022186    -0.005192    -0.097370    -436.563612668707
   166.829    201.951    -0.021133    -0.008518    -0.097370    -436.563840556556
   166.829    210.732    -0.019586    -0.011644    -0.097370    -436.564039715129
   166.829    219.512    -0.017579    -0.014497    -0.097370    -436.564210998028
   166.829    228.293    -0.015160    -0.017010    -0.097370    -436.564356810524
   166.829    237.073    -0.012385    -0.019125    -0.097370    -436.564480404068
   166.829    245.854    -0.009321    -0.020792    -0.097370    -436.564585159279
   166.829    254.634    -0.006038    -0.021971    -0.097370    -436.564673943342
   166.829    263.415    -0.002613    -0.022635    -0.097370    -436.564748604053
   166.829    272.195     0.000873    -0.022769    -0.097370    -436.564809632971
   166.829    280.976     0.004338    -0.022369    -0.097370    -436.564856004548
   166.829    289.756     0.007702    -0.021444    -0.097370    -436.564885184960
   166.829    298.537     0.010885    -0.020017    -0.097370    -436.564893303332
   166.829    307.317     0.013813    -0.018121    -0.097370    -436.564875481895
   166.829    316.098     0.016417    -0.015800    -0.097370    -436.564826319785
   166.829    324.878     0.018637    -0.013109    -0.097370    -436.564740511546
   166.829    333.659     0.020419    -0.010110    -0.097370    -436.564613557358
   166.829    342.439     0.021723    -0.006875    -0.097370    -436.564442496303
   166.829    351.220     0.022518    -0.003478    -0.097370    -436.564226576058
   166.829    360.000     0.022785    -0.000000    -0.097370    -436.563967769261
   171.220      0.000     0.015265     0.000000    -0.098828    -436.565148902696
   171.220      8.780     0.015086     0.002330    -0.098828    -436.564950259205
   171.220     17.561     0.014554     0.004606    -0.098828    -436.564737847128
   171.220     26.341     0.013680     0.006773    -0.098828    -436.564517970637
   171.220     35.122     0.012486     0.008782    -0.098828    -436.564297848741
   171.220     43.902     0.010999     0.010585    -0.098828    -436.564085242016
   171.220     52.683     0.009254     0.012140    -0.098828    -436.563888018120
   171.220     61.463     0.007292     0.013410    -0.098828    -436.563713694051
   171.220     70.244     0.005160     0.014366    -0.098828    -436.563568993572
   171.220     79.024     0.002906     0.014986    -0.098828    -436.563459454388
   171.220     87.805     0.000585     0.015254    -0.098828    -436.563389112358
   171.220     96.585    -0.001751     0.015164    -0.098828    -436.563360282035
   171.220    105.366    -0.004045     0.014719    -0.098828    -436.563373445292
   171.220    114.146    -0.006244     0.013929    -0.098828    -436.563427253567
   171.220    122.927    -0.008298     0.012813    -0.098828    -436.563518643941
   171.220    131.707    -0.010156     0.011396    -0.098828    -436.563643063078
   171.220    140.488    -0.011777     0.009712    -0.098828    -436.563794785554
   171.220    149.268    -0.013121     0.007801    -0.098828    -436.563967304225
   171.220    158.049    -0.014158     0.005706    -0.098828    -436.564153761451
   171.220    166.829    -0.014863     0.003478    -0.098828    -436.564347383582
   171.220    175.610    -0.015220     0.001169    -0.098828    -436.564541878868
   171.220    184.390    -0.015220    -0.001169    -0.098828    -436.564731762145
   171.220    193.171    -0.014863    -0.003478    -0.098828    -436.564912577775
   171.220    201.951    -0.014158    -0.005706    -0.098828    -436.565081004452
   171.220    210.732    -0.013121    -0.007801    -0.098828    -436.565234839536
   171.220    219.512    -0.011777    -0.009712    -0.098828    -436.565372874536
