theta,phi,E_el,E_el_uncoupled,E_ph,E_blc,E_dse,E_total
0.0,117.30337078651685,-435.82492318920356,-435.8249426837174,0.03307877544842229,-4.8518720614896136e-05,0.00012466942037000597,-435.79176826305587
0.0,121.34831460674158,-435.82492318920356,-435.8249426837174,0.03307877544842229,-4.8518720614896136e-05,0.00012466942037000597,-435.79176826305587
0.0,125.3932584269663,-435.82492318920356,-435.8249426837174,0.03307877544842229,-4.8518720614896136e-05,0.00012466942037000597,-435.79176826305587
0.0,129.43820224719101,-435.82492318920356,-435.8249426837174,0.03307877544842229,-4.8518720614896136e-05,0.00012466942037000597,-435.79176826305587
0.0,133.48314606741573,-435.82492318920356,-435.8249426837174,0.03307877544842229,-4.8518720614896136e-05,0.00012466942037000597,-435.79176826305587
0.0,137.52808988764045,-435.82492318920356,-435.8249426837174,0.03307877544842229,-4.8518720614896136e-05,0.00012466942037000597,-435.79176826305587
0.0,141.57303370786516,-435.82492318920356,-435.8249426837174,0.03307877544842229,-4.8518720614896136e-05,0.00012466942037000597,-435.79176826305587
0.0,145.61797752808988,-435.82492318920356,-435.8249426837174,0.03307877544842229,-4.8518720614896136e-05,0.00012466942037000597,-435.79176826305587
0.0,149.6629213483146,-435.82492318920356,-435.8249426837174,0.03307877544842229,-4.8518720614896136e-05,0.00012466942037000597,-435.79176826305587
0.0,153.70786516853934,-435.82492318920356,-435.8249426837174,0.03307877544842229,-4.8518720614896136e-05,0.00012466942037000597,-435.79176826305587
0.0,157.75280898876406,-435.82492318920356,-435.8249426837174,0.03307877544842229,-4.8518720614896136e-05,0.00012466942037000597,-435.79176826305587
0.0,161.79775280898878,-435.82492318920356,-435.8249426837174,0.03307877544842229,-4.8518720614896136e-05,0.00012466942037000597,-435.79176826305587
0.0,165.8426966292135,-435.82492318920356,-435.8249426837174,0.03307877544842229,-4.8518720614896136e-05,0.00012466942037000597,-435.79176826305587
0.0,169.8876404494382,-435.82492318920356,-435.8249426837174,0.03307877544842229,-4.8518720614896136e-05,0.00012466942037000597,-435.79176826305587
0.0,173.93258426966293,-435.82492318920356,-435.8249426837174,0.03307877544842229,-4.8518720614896136e-05,0.00012466942037000597,-435.79176826305587
0.0,177.97752808988764,-435.82492318920356,-435.8249426837174,0.03307877544842229,-4.8518720614896136e-05,0.00012466942037000597,-435.79176826305587
0.0,182.02247191011236,-435.82492318920356,-435.8249426837174,0.03307877544842229,-4.8518720614896136e-05,0.00012466942037000597,-435.79176826305587
0.0,186.06741573033707,-435.82492318920356,-435.8249426837174,0.03307877544842229,-4.8518720614896136e-05,0.00012466942037000597,-435.79176826305587
0.0,190.1123595505618,-435.82492318920356,-435.8249426837174,0.03307877544842229,-4.8518720614896136e-05,0.00012466942037000597,-435.79176826305587
0.0,194.1573033707865,-435.82492318920356,-435.8249426837174,0.03307877544842229,-4.8518720614896136e-05,0.00012466942037000597,-435.79176826305587
0.0,198.20224719101125,-435.82492318920356,-435.8249426837174,0.03307877544842229,-4.8518720614896136e-05,0.00012466942037000597,-435.79176826305587
0.0,202.24719101123597,-435.82492318920356,-435.8249426837174,0.03307877544842229,-4.8518720614896136e-05,0.00012466942037000597,-435.79176826305587
0.0,206.2921348314607,-435.82492318920356,-435.8249426837174,0.03307877544842229,-4.8518720614896136e-05,0.00012466942037000597,-435.79176826305587
0.0,210.3370786516854,-435.82492318920356,-435.8249426837174,0.03307877544842229,-4.8518720614896136e-05,0.00012466942037000597,-435.79176826305587
0.0,214.38202247191012,-435.82492318920356,-435.8249426837174,0.03307877544842229,-4.8518720614896136e-05,0.00012466942037000597,-435.79176826305587
0.0,218.42696629213484,-435.82492318920356,-435.8249426837174,0.03307877544842229,-4.8518720614896136e-05,0.00012466942037000597,-435.79176826305587
0.0,222.47191011235955,-435.82492318920356,-435.8249426837174,0.03307877544842229,-4.8518720614896136e-05,0.00012466942037000597,-435.79176826305587
